Publication,First Name,Last Name,Constituency,Caucus,Province,Date,Time,Page,Text,Source File,P,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Hansard - 9,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-28,15:10:41,477.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1510)[English]Mr. Speaker, the second petition is primarily from residents of the Ottawa and Gatineau area. It calls for this House to review security certificates, which the petitioners believe violate the Canadian Charter of Rights and Freedoms and violate fundamental human rights. The petitioners are calling on Parliament to abolish the security certificates process.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 9,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-28,15:54:11,483.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1550)[English]Mr. Speaker, the presentation by my hon. colleague from Etobicoke North highlighted the fact that we have not seen much focus on the concerns of women in this country. After hearing the Speech from the Throne, a Conservative friend of mine made the same point: that there was not much there in relation to the concerns that women experience in this country.I want to mention a specific concern that I was hoping to see in the Speech from the Throne. I know there are many Conservatives who are in favour of this change. It would be of assistance to the police in not only searching for those who have brought harm to murdered and missing aboriginal women but also in searching for missing children across Canada. I am speaking of a database of the DNA of missing persons for routine cross-referencing to crime scenes. It is an important idea that has been endorsed by Senate committees and supported by various Conservatives. We still have not seen it. It is called Lindsey's law. Judy Peterson, who is one of my constituents, has been championing this effort since her daughter Lindsey went missing 20 years ago on August 2. I would like my friend's comments.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 8,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-25,10:44:40,401.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1040)[English]Mr. Speaker, I want to change the focus slightly from what the hon. member covered in his speech and just ask him about the measures we are seeing brought forward in Bill C-4 about which he is excited. I have to admit, I have less excitement in the sense of happiness about them. I am concerned that it is becoming too predictable a trend that the bulk of the government's legislation that we see in any session of Parliament is coming to us bundled together with many unrelated pieces of legislation. In fact, over 30% of the government legislation in the previous session of Parliament came in the form of omnibus bills.These measures, about which my hon. friend is so happy, are ones that I am very concerned about, such as the changes to the Canada Labour Code, changes to the public service act, changes to the Supreme Court Act. These have nothing to do with one another or with the budget. Would they not have been better handled as separate bills? ",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 8,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-25,10:55:19,402.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1055)[English]Mr. Speaker, I have a serious economics question for the member. A lot of us in this place talk about economics. The member for Markham-Unionville is one of those who is actually qualified to speak to it, having achieved a Ph.D., having taught at four universities, and having been the former chief economist at the Royal Bank. I am curious about his views. We keep hearing the mantra that cutting corporate tax rates, so that Canada now has the lowest corporate tax rate in the OECD, is helping the job creators. However, we are also seeing that our job creation rate is very low. Youth unemployment is 14%. Current RBC staff are telling us, as Mark Carney from the Bank of Canada pointed out, that low corporate tax rates are resulting in a large accumulated pile of what Carney called “dead money”. It is not going into the economy. It is not stimulating jobs. A current RBC economist says that it is now $600 billion. I believe that is 32% of our current GDP. I wonder if my friend from Markham-Unionville has any comments on this.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 8,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-25,12:02:17,415.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1200)[English]Mr. Speaker, no due process, we have no presumption of innocence, no natural justice, three senators with very different fact sets lumped together for punishment. If this kind of vigilante justice took place in any other place in Canada, these people could go to the courts for redress following these numerous violations, but because it is in the Senate, as it would be in the House, if this precedent goes unchallenged, they will find themselves, just as Helena Guergis did, being told it “is royal prerogative and you have no right to complain if your reputation is ruined”.Will the Prime Minister do the right thing: stop this farce in the Senate, and call a full inquiry?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 8,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-25,12:08:39,416.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1205)[English]Mr. Speaker, it is my honour to rise to present two petitions. The first deals with Bill C-442. It is a private member's bill calling for a national Lyme disease strategy. I happen to be the person who tabled it, but I like to think it comes from all members of the House.I have heard from many members of Parliament who have, as I do, constituents who are suffering from this terrible disease. This strategy will be of assistance to people who have Lyme disease, and significantly, will help with prevention and greater awareness.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 8,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-25,12:09:35,416.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1205)[English]Mr. Speaker, the second petition comes from residents of Kingston and Toronto. It is calling on the government to avoid, refuse, and stop the ratification of the Canada-China investment treaty, which would bind future governments for 31 years to allowing the People's Republic of China's state-owned enterprises superior rights to bring arbitration cases against Canada if they do not like the laws we pass here.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,10:08:17,322.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1005)[English]Mr. Speaker, I have the honour to rise today to present two petitions. The first is from residents in my riding, Brentwood Bay, Saanich and throughout Saanich to the Gulf Islands. The petitioners are calling for full and stable funding and protection for our national broadcaster, the CBC.I am also presenting a similar petition from residents throughout other areas of British Columbia as well as Saskatchewan.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,11:48:20,331.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1145)[English]Mr. Speaker, I attempted to get in on the debate earlier about time allocation on the bill. There were so many things said that were completely false, such as the notion that large budget omnibus bills are any part of the tradition of Parliament. They are offensive to parliamentary democracy. The largest in all history was the one referred to earlier today by the parliamentary secretary before the current administration and that was in 2005. It was 120 pages long and it was offensive in its day. To have two budget omnibus bills in the year 2013, as we had in 2012, in all cases over 300 pages long is outrageous. To close debate on it so early is a further outrage. Does my hon. friend not find it troubling that in the last session of Parliament, 38% of all government legislation came bound together in unrelated pieces of legislation for one vote and now these very large, unwieldy and unrelated pieces of legislation are forced into time allocation?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,15:02:24,361.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1500)[English]Mr. Speaker, I would like to return to the Mike Duffy affair. My question is for the Prime Minister. When did he and Mike Duffy first discuss the possibility of a Senate seat for Mr. Duffy?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,15:03:44,361.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1500)[English]Mr. Speaker, I rise on a point of order. I hesitate to raise the problem again of members making so much noise that we cannot hear other members, but in the last couple of days it has been unusual. The Minister of Foreign Affairs heckles so loudly that I cannot hear other members on his side of the House answering questions. A member of Privy Council should show more decorum in the House and set a good example.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,15:22:05,364.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1520)[English]Mr. Speaker, the member has drawn our attention to changes in Bill C-4 that were necessitated by the rush in passing the previous budget implementation bill, the changes that were unintended that caused further tax damage to credit unions. I am also aware of changes in this new bill, Bill C-4, that will be required because of mistakes made in treating income for fishermen by failing to properly deal with the income for fishermen versus highest weeks, versus their total take for the season. It seems to me that we can make a very good case as members of the opposition that the Conservative Party mania for refusing amendments and for pushing bills through quickly is forcing Parliament over and over again to go back and pass new legislation months later to fix mistakes. Bill C-45 fixed mistakes that were in Bill C-38. Now Bill C-4 is fixing mistakes that were in Bill C-60.Could my hon. friend give me any of her thoughts on the problems of holding up the House through passing bills too quickly?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,16:38:25,374.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1635)[English]Mr. Speaker, I am very interested in this proposal. I am glad to have the opportunity to pose a question directly to the member in whose riding the Dominion Coal Blocks are found. I think a lot of people were relieved to hear that the federal government was paying attention to the ecological sensitivity of these lands in announcing earlier this fall that not all of the Dominion Coal Blocks would be put up for sale. Those who paid attention will know that this is an area of unique ecological importance and of transboundary importance. In fact, the United Nations has spoken of the critical importance of restricting mining in the area because of any threat to the waters in Waterton-Glacier International Peace Park, which at this point is the longest remaining wildlife corridor on the continent.My question for the hon. member is this: of the 20,000 hectares in the Dominion Coal Blocks, how much will the federal government set aside to ensure ecological integrity, and not sell to metallurgical coal development?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 7,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-24,17:49:09,383.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1745)[English]Mr. Speaker, I also grew up in a family business and I appreciate some of the points overall. I have been listening to speeches all day and the references to job creators, to businesses. Right now we have very low corporate tax rates, lower than other countries in the OECD. As a result of the corporate profits from any company in the U.S., they now have transferred those corporations from paying taxes to Canada to paying taxes to the United States. Economists from Mark Carney, our former bank governor to the RBC economist look at what has happened. Corporations are not reinvesting that money in hiring Canadians. They are not job creators. These deep tax cuts are where jobs go to die. It is now called dead money. Over $600 billion in dead money, an astonishing 32% of GDP, is not being used by those corporations to create jobs to invest in Canada to modernize.I wonder when the Conservative Party is going to recognize that this is a failed strategy and that there is no empirical evidence whatsoever that its strategies are creating jobs.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 6,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-23,15:29:02,299.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1525)[English]Mr. Speaker, I rise to present petitions received from residents of North Bay, Ontario and Kipawa, Quebec. They relate very specifically to a proposed mining area. Matamec Explorations proposes to mine for rare earths. The petitioners call upon the House to recognize the unique ecological, cultural, and historic value of the Kipawa Lake system and to protect this system from the proposed development.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 6,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-23,16:26:19,308.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1625)[English]Mr. Speaker, my first comment is for my hon. colleague, the Parliamentary Secretary to the Minister of Finance.Although this administration has reduced corporate taxes dramatically, economists such as Mark Carney, the former governor of the Bank of Canada, found that corporations were not using it to create jobs. In fact he called it “dead money”.An RBC economist has pegged that amount at over $600 billion, money that corporations are saving, not spending. They are not spending it on jobs. They are not spending it on growth. It is in fact dead money and we need to adjust the corporate tax rate to the benefit of Canadians.I have a lot of questions. I attended the briefing last night, and I think the hon. member did the right thing postponing until tonight, but it means I have a lot of specific questions. I do not know what this has to do with budget 2012. I never saw in budget 2012 that the intention of the budget was to change the Canada labour code so workers covered by it would be less protected against dangerous assignments.The revision in clause 176, found by coincidence at page 176 of Bill C-4, changes the definition of “danger” and removes, as a reason a worker can refuse to participate in that work, injury or illness that could result in chronic illness, removes the words “injury or illness” and insists that to be dangerous it has to be an “imminent or serious threat to the life or health” and removes what is in the current definition of damage to the reproductive system. In other words, it is a systematic attack on the rights of a worker to refuse to work in dangerous conditions. That was never cited in budget 2012. I would like to know if the hon. member could explain it to us.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 6,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-23,17:30:03,316.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1730)[English]Mr. Speaker, we again find ourselves with another omnibus budget bill, the second one which the current administration of the government claims to be related to the budget of 2012. Yet there are many provisions, one in particular, that could not possibly be related to the budget. That is the change to the Supreme Court Act because the difficulty encountered with the appointment of Mr. Justice Nadon only occurred after the Conservatives put forward the budget, so that makes a mockery of the idea that this is a budgetary matter.However, certainly there are the changes to the Canada Labour Code, as my friend referenced, the systematic attempt to attack fundamental collective bargaining rights and labour rights. I am troubled by what the impact would be on the individual worker, and every worker has the right to refuse dangerous work. The definition of “danger” has been quite watered down and would no longer, for instance, protect the worker from exposure to a threat that could create a chronic health hazard or a threat to reproductive health.Does my friend have any comments on that?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 5,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-22,10:08:14,214.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1005)[English]Mr. Speaker, I rise today to present two petitions.As with other members who have risen today to present a petition, I have one that has literally hundreds and hundreds of signatures from Canadians from coast to coast, from Nova Scotia, Alberta, British Columbia and Quebec.It is calling on the Government of Canada to take action to regulate Canadian mining company operations abroad. It has several parts. In summary, it asks the government to establish a forum for non-Canadians to make claims if they have been negatively affected by overseas operations of Canadian companies; to adopt a legally binding mechanism for greater accountability; to ensure that the export development corporation is mindful of the negative impact of extraction processes abroad; to ensure that all projects funded by CIDA meet the criteria for the ODA Accountability Act; and to adopt legislation to ensure that bilateral agreements such as FIPAs are also protective of rights in the countries in which Canadian mining companies operate.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 5,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-22,10:09:33,214.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1005)[English]Mr. Speaker, the second petition is by petitioners who are mostly from British Columbia, from Comox, Vancouver, and Burnaby.It is calling for legislation to ensure that all products containing genetically modified organisms be properly labelled.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 5,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-22,10:23:48,216.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1020)[English]Mr. Speaker, I thank my colleague from Toronto-Danforth for an excellent motion. I certainly plan to vote for it. I appreciate the focus on getting rid of the hyper-partisan atmosphere in the Senate. I would like to get rid of the hyper-partisan atmosphere in the House. Both are threats to democracy in this country.My question is slightly off-point of the motion, but as the other place is debating something, and my colleague from Toronto-Danforth has a distinguished background in law, I am wondering if he is prepared to share any personal views on whether the motion for gross negligence against three individuals offends principles of natural justice. I am deeply troubled by it. I have no use for the misuse of public funds, but a rush to judgment and a vindictive stoning in the public square of certain individuals, without getting to the bottom of what actually transpired, offends me. I wonder if my friend from Toronto-Danforth has any thoughts.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 5,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-22,13:24:57,239.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1320)[English]Mr. Speaker, I wish to pursue the point that was just made my hon. colleague. In fact, what the Conservative majority has offered the provinces is not the opportunity to elect their own senators; rather, they have forced the provinces to hold elections, for which they are not compensated, under a dog's breakfast of different rules and regulations from one province to another, and under different election campaign financing rules and so on. They will then take on the cost of organizing these elections in order to offer up a list of possible candidates. However, under Bill C-7 it would still remain the Prime Minister's prerogative to choose someone to be appointed to the Senate. He would be in no way restricted to the list of possibilities created through this process of forcing the provinces hold elections.I wonder if the member could be clearer about what is currently before the House, which emanated from the Senate side as, I think, a very inadequate attempt to create real reform in the other place. ",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,11:25:29,137.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1125)[English]Mr. Speaker, I want to commend my friend from Saskatoon-Humboldt for bringing a tangible measure that we can all support to deal with what is a democracy deficit in Canadian government and certainly in this Parliament.I just finished, parenthetically, a cross-country tour of town halls in communities across the country on the subject of democracy. As well, I have contrasted my own experience of having worked from 1986 to 1988 with the Minister of the Environment, where the committee process was far less partisan than it is now. It was a place where people really, as individual members of Parliament, worked to improve legislation. The election of a chair could be one way that we could bring back that sense of greater cross-party co-operation. I would like the member's comments on whether that is one of his goals.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,12:35:50,148.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1235)[English]Mr. Speaker, I am happy to join my colleagues in welcoming my friend to her new portfolio. I can inform her of the quite excellent world-class tanker safety system that has been in place in British Columbia since 1972 and has been responsible for preventing any major oil tanker spills. It has been the federal-provincial moratorium that has prevented any supertankers carrying oil to traverse the areas that are now anticipated and promoted by members of the current administration without waiting for the NEB panel review to be completed. As the minister mentioned, the government has actually been spending money on lining out the routes for oil tanker traffic through a route that has been prevented since 1972 and is still not approved.On looking at this overblown title of “safeguarding Canada's seas and skies act”, we see that it is largely housekeeping measures. I completely support that it does bring in the measures we need to implement the carriage of hazardous and noxious substances by sea convention, which we signed more than three years ago. There are good measures in here. However, my question to the hon. minister is this: how can we possibly talk about a world-class system when we have shut down all the regional offices for emergency preparedness for oil spills with Environment Canada? On both the west and east coasts, are we supposed to dial a 1-800 number that rings in Ottawa?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,12:57:57,151.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1255)[English]Mr. Speaker, I thank my friend, the member for Burnaby-New Westminster, for his presentation. I agree with him that the title of the act is quite overblown. I have noted in the past that this administration has a penchant for overblowing titles of acts that are mostly housekeeping measures. In this case it is called the “safeguarding Canada's seas and skies act” as if it would do something about air pollution. It deals with some administrative changes under the Aeronautics Act. However, in terms of oil tanker safety, I completely agree with my hon. friend. I would like to ask if he has examined the report that came out in December 2011. Almost two years ago, the Commissioner of the Environment and Sustainable Development within the Office of the Auditor General did a thorough review of the transportation of hazardous and dangerous goods by rail, pipeline, tanker, and truck. It provided advice that, in my view, had the current administration looked at those recommendations and implemented them, might have avoided the Lac-Mégantic disaster.I would like to ask if the member has had a look at those environment commissioner recommendations from nearly two years ago.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,13:28:32,155.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1325)[English]Mr. Speaker, I thank my hon. friend for his thorough review of Bill C-3. Had the Prime Minister not prorogued, the bill probably would have been passed already. It is largely made up of inconsequential and non-controversial measures but they certainly would not achieve the much vaunted rhetoric that flows along with them.My hon. colleague quite accurately described the legislation as somewhat incoherent in relation to these issues. Does he think we might have done better by taking the recommendations of the environment commissioner on the thematic purpose of where the gaps are in our transportation of hazardous goods, whether by rail, air, pipeline, tanker or by road and truck? Should we have taken those recommendations and looked at all the ways hazardous goods are transported in Canada? Are we addressing whether this are being done safely, whether municipalities have access to information that they should have about what materials are running through communities, and ensuring that the entire scheme of the transport of hazardous goods is addressed?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,13:31:02,155.0,"Ms. Elizabeth May: (1330)[English]Mr. Speaker, given that we do not know much about the contents of the hazardous material generally referred to as diluent, I have been doing some research into this. The hon. minister is telling us in her speech that we can ship oil safely by supertanker, but none of the current proposals for shipping Canadian fossil fuels to other countries actually deal with shipping oil. They all deal with shipping something called bitumen, which is not flowable and has to be mixed with something called diluent. For example, the proposal by Enbridge called the northern gateway would bring supertankers up the B.C. coastline loaded with this diluent that it buys from the Middle East. It is off-loaded at Kitimat and then sent through a twinned pipeline to northern Alberta where it would be mixed with bitumen instead of upgrading it and refining it in Alberta. It is mixed with this diluent material, which is essentially a petroleum distillate called naphtha, which is mixed with benzene and which I have also discovered is mixed with butane. We do not actually know the chemical composition of diluent because it is more of a trade name. It is a commonplace term. It does not have a scientific meaning. It is definitely toxic. It goes two ways. If we were to allow this monstrous scheme to proceed, we would first ship it in, mix the bitumen in, and ship it out through a pipeline. We have no idea what is in those pipelines or in those railcars as the tragedy at Lac-Mégantic with this Bakken crude showed us.I would ask my friend for any comments with respect to what he has been thinking in terms of whether we really know what is in those pipelines.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,15:19:39,174.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1515)[Translation]Mr. Speaker, I have the honour to rise today to present two petitions.The first petition is about the supertankers that are threatening British Columbia's coastline.[English]The petitioners are from Vancouver and Victoria. The petition is appropriate as we debate Bill C-3 today that pretends to talk about a way to protect our coastline. The most effective way would be, as these petitioners request, the continuation of the federal-provincial moratorium against supertanker oil traffic, which has been in place since 1972.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,15:20:43,174.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1520)[English]Mr. Speaker, the second petition is signed by individuals in favour of my private member's bill, Bill C-442, a bill that would create a national Lyme disease strategy. Lyme disease is a scourge. It is becoming an epidemic. This summer the U.S. Centre for Disease Control reported that the estimate for Lyme disease in that country has gone from 30,000 new cases a year to 300,000 new cases a year. Like myself, these petitioners hope that the House will pass my legislation for a strategy.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,17:52:58,191.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1750)[English]Mr. Speaker, I will try to make it very brief although there are many points I want to make.I think I am one of the few members of Parliament who actually objects to Bill C-58, not criminally responsible bill. I did attend the hearings. There certainly were a lot of witnesses who were very concerned that it would further stigmatize the mentally ill and that it was not justified based on any of the empirical evidence of how the current system was working. I note the Canadian Alliance on Mental Illness and Mental Health noted that “the seriousness of the offence does not equate to the likelihood of reoffending”.I hate to see capitalizing on quite horrific sensationalized individual acts of violence and convert that into an attack on an entire regime that has not been shown to be at fault, in fact, has no connection to any of these quite sensationalized individual acts.I would urge my friend, the parliamentary secretary to reconsider and allow Bill C-58 to go for further study and amendment.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 4,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-10-21,18:19:41,196.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1815)[English]Mr. Speaker, as much as it pains me to do this, I need to point out that the prorogation that just occurred was not unconstitutional. The previous two, in 2008 and 2009, were clearly unconstitutional. In differing from some of my friends who spoke previously today, there are no previous examples of Liberal Prime Ministers or Progressive Conservative Prime Ministers proroguing to avoid a confidence vote that they knew they were going lose or to avoid political difficulty. It is quite shocking what the Prime Minister has done. In the whole of the British Commonwealth, as studied by an institution in London that looks at these things, only one previous example could be found before the 2008 prorogation where prorogation was used to shut down Parliament to avoid political difficulty, and sadly, it was also Canada. It was Sir John A. Macdonald during the Pacific scandal. However, he returned to Parliament and immediately had an election.I wanted to make this one little point. This prorogation, in hitting the reset button, I agree with my friends in the official opposition, could have been done midsummer, could have been done any time, did not need to delay the House till October. However, clearly, it was much more in the norm of the tradition that the government had basically run out of steam. Sitting till midnight, one in the morning, every day through the last of May until the last of June with time allocation on every bill, the Conservatives could pretty much force everything through if that was what they chose to do. That, to me, was a larger offence than the prorogation.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 272,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-06-18,10:17:30,18507.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1015)[English]Mr. Speaker, I rise this morning to present three petitions.The first petition deals with the proposed northern gateway project, which increasingly has the people of British Columbia, the government of British Columbia and the first nations of British Columbia standing against it. These petitions are signed by residents of the Montreal area.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 272,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-06-18,10:18:26,18507.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1015)[English]Mr. Speaker, the second petition is from residents of the Toronto area who are calling upon the government to refuse to ratify the Canada-China investment treaty. This treaty would lock Canada in, and future governments, for a period of not less than 31 years after ratification. It is time to step back from ratification and actually study that treaty.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 272,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-06-18,10:18:26,18507.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1015)[English]Mr. Speaker, the last petition, and I am encouraged by its support from across the aisles, is primarily from petitioners in the Surrey area who are in support of my private member's Bill C-442, which calls for a national strategy to deal with the dreadful human tragedy that is Lyme disease.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 272,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-06-18,10:45:57,18512.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1045)[English]Mr. Speaker, I will certainly support the bill. I think Canada needs to bring our enforcement standards to the level that the OECD would see as the highest level of enforcement. My question is a more general one. I think we have to face the fact that we have some problems that we never thought we would see as Canadians where corruption is becoming a larger issue. People are seeing it. We have the instance of SNC-Lavalin, we know that AECL used officials in the past. They say they were arm's-length, but we did have a South Korean contractor go to jail for the work in trying to entice that country to buy a CANDU reactor. We have fallen on the Transparency International corruption index from sixth place, but we are still among the best in the world at tenth place, but at the time when we see charges of bribery and arrests of municipal officials in different places across Canada, we have seen a disturbing trend of lack of ethics, the kinds of things that are not governed by a rule book, but come from the sense that we actually care about how we are seen in the world and conduct ourselves in ways we would be proud for our children to hear about, not just in the way that we hope we are alright if we do not get caught.Is there something more than can be done in terms of leadership to clean up our act as a society and practise good ethics, habituate ourselves to values instead of to vices in the way we organize our lives?",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 272,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-06-18,11:45:59,18519.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1145)[English]Mr. Speaker, it seems that we are increasingly seeing bills come before us in the House that properly should have begun in the House and then gone to the Senate. I am finding it strange. It has been raised before, but I am wondering if the hon. colleague from Charlottetown, having served much longer than I have in this place, could shed light on how it is that we are seeing this increased number of bills coming from the Senate as opposed to originating where they should, in the House.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
Hansard - 272,Elizabeth,May,Saanich-Gulf Islands,GP,BC,2013-06-18,15:03:14,18547.0,"Ms. Elizabeth May (Saanich-Gulf Islands, GP): (1500)[English]Mr. Speaker, I raised this point of order some time ago. The tradition and the principles behind the Standing Order 31 rule are that it allows members of Parliament to raise issues of concern to their constituents. I raised the point many months ago that they were now being used increasingly for crass partisan purposes, and now they are increasingly being used for personal attacks.You said, Mr. Speaker, that you might consider at some point ruling on it. Perhaps over the summer you could give it some thought, and we could start in the fall with some guidance on this point.",Elizabeth May - Chamber Interventions - 41st Parliament.csv,,,,,,,,,,
